Cliente;Motorista;Data Emissão Pedido;Data Entrega Prevista;Destino;Itens;R$ Faturados;Saída para Entrega; Qtd Devolução;Mot. Devolução;Status - OTD;OCT Real;OCT Prometido;Lead Time Interno Total;LTI Conformidade;Transit Time / Last Mile;TT Conformidade;Lead Time Variance Completo / Desvio de SLA;OTIF;OTIF MOTIVOS E MOTORISTAS ENTREGA PERFEITA;OTIF Financeiro
CASAS BAHIA;FELIPE SILVA;26/07/2019;05/08/2019;BH;7;338,1;27/07/2019;0;S/ Devolu.;Atrasado;13;10;1;Processo dentro do prazo;12;Excedeu Processo;3 dias Entregue Atrasado;Insatisfeito;3 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;VALDIR ESPINOSA;30/07/2019;09/08/2019;SP;18;289,8;08/08/2019;4;Danificado;No Prazo;10;10;9;Excedeu Processo;1;Processo dentro do prazo; No Prazo Exato (OnTime);Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
AMERICANAS;LUIZ PARDAL;30/07/2019;09/08/2019;BH;20;624;02/08/2019;0;S/ Devolu.;No Prazo;9;10;3;Processo dentro do prazo;6;Excedeu Processo;1 dia Entregue Antes do Prazo;Satisfeito;LUIZ PARDAL;Satisfeito sem prejuízo financeiro
MAGAZINE LUIZA;VALDIR ESPINOSA;01/08/2019;11/08/2019;RJ;3;99;05/08/2019;0;S/ Devolu.;No Prazo;9;10;4;Processo dentro do prazo;5;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Satisfeito;VALDIR ESPINOSA;Satisfeito sem prejuízo financeiro
WALMART;MARCOS LEROY;01/08/2019;11/08/2019;BH;10;330;07/08/2019;4;Produto Errado;Atrasado;14;10;6;Excedeu Processo;8;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;MARCOS LEROY;03/08/2019;13/08/2019;SP;17;280,5;16/08/2019;1;Produto Errado;Atrasado;15;10;13;Excedeu Processo;2;Processo dentro do prazo;5 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;TÚLIO SILVEIRA;04/08/2019;14/08/2019;SP;20;312;17/08/2019;3;Danificado;Atrasado;17;10;13;Excedeu Processo;4;Processo dentro do prazo;7 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
AMERICANAS;MARCOS LEROY;04/08/2019;14/08/2019;SP;18;280,8;16/08/2019;2;Arrependimento;Atrasado;13;10;12;Excedeu Processo;1;Processo dentro do prazo;3 dias Entregue Atrasado;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;VALDIR ESPINOSA;06/08/2019;16/08/2019;RJ;5;84,5;11/08/2019;2;Danificado;Atrasado;12;10;5;Processo dentro do prazo;7;Excedeu Processo;2 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;FELIPE SILVA;07/08/2019;17/08/2019;SP;3;95,4;17/08/2019;0;S/ Devolu.;Atrasado;13;10;10;Excedeu Processo;3;Processo dentro do prazo;3 dias Entregue Atrasado;Insatisfeito;3 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
MAGAZINE LUIZA;TÚLIO SILVEIRA;07/08/2019;17/08/2019;BH;4;65,6;13/08/2019;1;Arrependimento;Atrasado;14;10;6;Excedeu Processo;8;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
WALMART;JOÃO GOMES;09/08/2019;19/08/2019;BH;14;436,8;11/08/2019;14;Produto Errado;Atrasado;12;10;2;Processo dentro do prazo;10;Excedeu Processo;2 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;JOÃO GOMES;13/08/2019;23/08/2019;SP;6;195,6;15/08/2019;1;Produto Errado;No Prazo;3;10;2;Processo dentro do prazo;1;Processo dentro do prazo;7 dias Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;FELIPE SILVA;14/08/2019;24/08/2019;RJ;10;504;17/08/2019;3;Arrependimento;No Prazo;8;10;3;Processo dentro do prazo;5;Processo dentro do prazo;2 dias Entregue Antes do Prazo;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;TÚLIO SILVEIRA;14/08/2019;24/08/2019;BH;11;356,4;17/08/2019;2;Arrependimento;Atrasado;15;10;3;Processo dentro do prazo;12;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
WALMART;JOÃO GOMES;14/08/2019;24/08/2019;SP;4;62,4;15/08/2019;2;Danificado;Atrasado;16;10;1;Processo dentro do prazo;15;Excedeu Processo;6 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;JOÃO GOMES;14/08/2019;24/08/2019;SP;20;326;18/08/2019;14;Produto Errado;Atrasado;14;10;4;Processo dentro do prazo;10;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;VALDIR ESPINOSA;15/08/2019;25/08/2019;BH;15;706,5;17/08/2019;0;S/ Devolu.;No Prazo;4;10;2;Processo dentro do prazo;2;Processo dentro do prazo;6 dias Entregue Antes do Prazo;Satisfeito;VALDIR ESPINOSA;Satisfeito sem prejuízo financeiro
WALMART;TÚLIO SILVEIRA;16/08/2019;26/08/2019;RJ;13;215,8;25/08/2019;2;Danificado;Atrasado;15;10;9;Excedeu Processo;6;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;LUIZ PARDAL;17/08/2019;27/08/2019;SP;4;125,6;20/08/2019;0;S/ Devolu.;No Prazo;4;10;3;Processo dentro do prazo;1;Processo dentro do prazo;6 dias Entregue Antes do Prazo;Satisfeito;LUIZ PARDAL;Satisfeito sem prejuízo financeiro
AMERICANAS;MARCOS LEROY;17/08/2019;27/08/2019;SP;17;867;18/08/2019;1;Produto Errado;No Prazo;7;10;1;Processo dentro do prazo;6;Excedeu Processo;3 dias Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;FELIPE SILVA;17/08/2019;27/08/2019;SP;16;787,2;18/08/2019;3;Danificado;Atrasado;12;10;1;Processo dentro do prazo;11;Excedeu Processo;2 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;FELIPE SILVA;18/08/2019;28/08/2019;BH;13;643,5;20/08/2019;0;S/ Devolu.;Atrasado;15;10;2;Processo dentro do prazo;13;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;5 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;VALDIR ESPINOSA;20/08/2019;30/08/2019;BH;14;714;01/09/2019;0;S/ Devolu.;Atrasado;19;10;12;Excedeu Processo;7;Excedeu Processo;9 dias Entregue Atrasado;Insatisfeito;9 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
CASAS BAHIA;JOÃO GOMES;20/08/2019;30/08/2019;SP;15;729;27/08/2019;9;Danificado;Atrasado;13;10;7;Excedeu Processo;6;Excedeu Processo;3 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
AMERICANAS;VALDIR ESPINOSA;21/08/2019;31/08/2019;BH;9;279;30/08/2019;0;S/ Devolu.;Atrasado;14;10;9;Excedeu Processo;5;Processo dentro do prazo;4 dias Entregue Atrasado;Insatisfeito;4 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
CASAS BAHIA;LUIZ PARDAL;22/08/2019;01/09/2019;SP;9;426,6;04/09/2019;0;S/ Devolu.;Atrasado;16;10;13;Excedeu Processo;3;Processo dentro do prazo;6 dias Entregue Atrasado;Insatisfeito;6 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
CASAS BAHIA;TÚLIO SILVEIRA;23/08/2019;02/09/2019;SP;2;94,2;26/08/2019;2;Produto Errado;No Prazo;8;10;3;Processo dentro do prazo;5;Processo dentro do prazo;2 dias Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;JOÃO GOMES;24/08/2019;03/09/2019;RJ;17;527;03/09/2019;2;Danificado;Atrasado;11;10;10;Excedeu Processo;1;Processo dentro do prazo;1 dia Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;LUIZ PARDAL;25/08/2019;04/09/2019;SP;18;847,8;02/09/2019;0;S/ Devolu.;Atrasado;16;10;8;Excedeu Processo;8;Excedeu Processo;6 dias Entregue Atrasado;Insatisfeito;6 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
MAGAZINE LUIZA;TÚLIO SILVEIRA;25/08/2019;04/09/2019;RJ;11;341;04/09/2019;1;Produto Errado;Atrasado;12;10;10;Excedeu Processo;2;Processo dentro do prazo;2 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;JOÃO GOMES;28/08/2019;07/09/2019;RJ;2;63,6;03/09/2019;2;Danificado;Atrasado;12;10;6;Excedeu Processo;6;Excedeu Processo;2 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;VALDIR ESPINOSA;29/08/2019;08/09/2019;RJ;16;782,4;01/09/2019;0;S/ Devolu.;Atrasado;17;10;3;Processo dentro do prazo;14;Excedeu Processo;7 dias Entregue Atrasado;Insatisfeito;7 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
MAGAZINE LUIZA;MARCOS LEROY;30/08/2019;09/09/2019;SP;7;344,4;07/09/2019;1;Danificado;Atrasado;15;10;8;Excedeu Processo;7;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;TÚLIO SILVEIRA;31/08/2019;10/09/2019;SP;19;623,2;01/09/2019;0;S/ Devolu.;Atrasado;19;10;1;Processo dentro do prazo;18;Excedeu Processo;9 dias Entregue Atrasado;Insatisfeito;9 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;MARCOS LEROY;01/09/2019;11/09/2019;RJ;18;907,2;09/09/2019;4;Danificado;Atrasado;12;10;8;Excedeu Processo;4;Processo dentro do prazo;2 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;TÚLIO SILVEIRA;01/09/2019;11/09/2019;RJ;2;66;04/09/2019;0;S/ Devolu.;Atrasado;15;10;3;Processo dentro do prazo;12;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;5 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
CASAS BAHIA;VALDIR ESPINOSA;03/09/2019;13/09/2019;BH;2;62,8;10/09/2019;0;S/ Devolu.;Atrasado;17;10;7;Excedeu Processo;10;Excedeu Processo;7 dias Entregue Atrasado;Insatisfeito;7 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
MAGAZINE LUIZA;TÚLIO SILVEIRA;04/09/2019;14/09/2019;BH;19;634,6;17/09/2019;0;S/ Devolu.;Atrasado;15;10;13;Excedeu Processo;2;Processo dentro do prazo;5 dias Entregue Atrasado;Insatisfeito;5 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
CASAS BAHIA;FELIPE SILVA;05/09/2019;15/09/2019;BH;16;534,4;12/09/2019;1;Danificado;Atrasado;11;10;7;Excedeu Processo;4;Processo dentro do prazo;1 dia Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;LUIZ PARDAL;07/09/2019;17/09/2019;RJ;14;672;08/09/2019;3;Produto Errado;No Prazo;4;10;1;Processo dentro do prazo;3;Processo dentro do prazo;6 dias Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;TÚLIO SILVEIRA;08/09/2019;18/09/2019;RJ;14;663,6;09/09/2019;0;S/ Devolu.;Atrasado;15;10;1;Processo dentro do prazo;14;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;5 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
MAGAZINE LUIZA;JOÃO GOMES;10/09/2019;20/09/2019;RJ;3;95,4;23/09/2019;3;Danificado;Atrasado;14;10;13;Excedeu Processo;1;Processo dentro do prazo;4 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;MARCOS LEROY;11/09/2019;21/09/2019;SP;15;697,5;12/09/2019;4;Danificado;Atrasado;18;10;1;Processo dentro do prazo;17;Excedeu Processo;8 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
AMERICANAS;TÚLIO SILVEIRA;11/09/2019;21/09/2019;RJ;6;180;13/09/2019;0;S/ Devolu.;No Prazo;8;10;2;Processo dentro do prazo;6;Excedeu Processo;2 dias Entregue Antes do Prazo;Satisfeito;TÚLIO SILVEIRA;Satisfeito sem prejuízo financeiro
CASA E VIDEO;MARCOS LEROY;14/09/2019;24/09/2019;BH;9;291,6;19/09/2019;7;Danificado;No Prazo;6;10;5;Processo dentro do prazo;1;Processo dentro do prazo;4 dias Entregue Antes do Prazo;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;TÚLIO SILVEIRA;14/09/2019;24/09/2019;SP;9;144,9;25/09/2019;0;S/ Devolu.;Atrasado;13;10;11;Excedeu Processo;2;Processo dentro do prazo;3 dias Entregue Atrasado;Insatisfeito;3 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
AMERICANAS;MARCOS LEROY;14/09/2019;24/09/2019;BH;3;47,4;22/09/2019;2;Danificado;No Prazo;9;10;8;Excedeu Processo;1;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
AMERICANAS;MARCOS LEROY;15/09/2019;25/09/2019;SP;12;540;16/09/2019;3;Danificado;No Prazo;6;10;1;Processo dentro do prazo;5;Processo dentro do prazo;4 dias Entregue Antes do Prazo;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;FELIPE SILVA;16/09/2019;26/09/2019;BH;8;262,4;21/09/2019;2;Produto Errado;Atrasado;13;10;5;Processo dentro do prazo;8;Excedeu Processo;3 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
AMERICANAS;LUIZ PARDAL;17/09/2019;27/09/2019;RJ;15;240;27/09/2019;0;S/ Devolu.;Atrasado;12;10;10;Excedeu Processo;2;Processo dentro do prazo;2 dias Entregue Atrasado;Insatisfeito;2 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
CASA E VIDEO;LUIZ PARDAL;17/09/2019;27/09/2019;RJ;2;63,6;28/09/2019;2;Produto Errado;Atrasado;18;10;11;Excedeu Processo;7;Excedeu Processo;8 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;LUIZ PARDAL;19/09/2019;29/09/2019;SP;20;656;20/09/2019;3;Produto Errado;Atrasado;11;10;1;Processo dentro do prazo;10;Excedeu Processo;1 dia Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;VALDIR ESPINOSA;20/09/2019;30/09/2019;RJ;10;157;03/10/2019;0;S/ Devolu.;Atrasado;14;10;13;Excedeu Processo;1;Processo dentro do prazo;4 dias Entregue Atrasado;Insatisfeito;4 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;LUIZ PARDAL;21/09/2019;01/10/2019;BH;18;837;26/09/2019;1;Arrependimento;Atrasado;15;10;5;Processo dentro do prazo;10;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
WALMART;TÚLIO SILVEIRA;23/09/2019;03/10/2019;BH;12;405,6;25/09/2019;3;Produto Errado;Atrasado;16;10;2;Processo dentro do prazo;14;Excedeu Processo;6 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;LUIZ PARDAL;24/09/2019;04/10/2019;RJ;18;604,8;09/10/2019;0;S/ Devolu.;Atrasado;17;10;15;Excedeu Processo;2;Processo dentro do prazo;7 dias Entregue Atrasado;Insatisfeito;7 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;VALDIR ESPINOSA;24/09/2019;04/10/2019;SP;17;795,6;02/10/2019;3;Danificado;No Prazo;9;10;8;Excedeu Processo;1;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;TÚLIO SILVEIRA;25/09/2019;05/10/2019;RJ;9;282,6;03/10/2019;2;Arrependimento;No Prazo;10;10;8;Excedeu Processo;2;Processo dentro do prazo; No Prazo Exato (OnTime);Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
WALMART;FELIPE SILVA;25/09/2019;05/10/2019;RJ;12;381,6;09/10/2019;0;S/ Devolu.;Atrasado;18;10;14;Excedeu Processo;4;Processo dentro do prazo;8 dias Entregue Atrasado;Insatisfeito;8 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
CASAS BAHIA;FELIPE SILVA;25/09/2019;05/10/2019;RJ;16;521,6;29/09/2019;3;Produto Errado;Atrasado;14;10;4;Processo dentro do prazo;10;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
AMERICANAS;MARCOS LEROY;27/09/2019;07/10/2019;BH;3;47,1;03/10/2019;0;S/ Devolu.;Atrasado;15;10;6;Excedeu Processo;9;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;5 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
CASAS BAHIA;FELIPE SILVA;27/09/2019;07/10/2019;RJ;1;15,9;03/10/2019;1;Danificado;Atrasado;14;10;6;Excedeu Processo;8;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;MARCOS LEROY;28/09/2019;08/10/2019;BH;7;225,4;02/10/2019;1;Produto Errado;Atrasado;11;10;4;Processo dentro do prazo;7;Excedeu Processo;1 dia Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;FELIPE SILVA;29/09/2019;09/10/2019;BH;20;972;04/10/2019;0;S/ Devolu.;No Prazo;10;10;5;Processo dentro do prazo;5;Processo dentro do prazo; No Prazo Exato (OnTime);Satisfeito;FELIPE SILVA;Satisfeito sem prejuízo financeiro
WALMART;FELIPE SILVA;29/09/2019;09/10/2019;RJ;14;714;10/10/2019;1;Produto Errado;Atrasado;12;10;11;Excedeu Processo;1;Processo dentro do prazo;2 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;JOÃO GOMES;03/10/2019;13/10/2019;SP;1;31;07/10/2019;1;Produto Errado;Atrasado;12;10;4;Processo dentro do prazo;8;Excedeu Processo;2 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;FELIPE SILVA;03/10/2019;13/10/2019;BH;9;270;04/10/2019;1;Produto Errado;Atrasado;13;10;1;Processo dentro do prazo;12;Excedeu Processo;3 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;MARCOS LEROY;03/10/2019;13/10/2019;RJ;9;151,2;10/10/2019;9;Danificado;Atrasado;11;10;7;Excedeu Processo;4;Processo dentro do prazo;1 dia Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;FELIPE SILVA;04/10/2019;14/10/2019;RJ;9;140,4;13/10/2019;1;Danificado;No Prazo;10;10;9;Excedeu Processo;1;Processo dentro do prazo; No Prazo Exato (OnTime);Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;TÚLIO SILVEIRA;05/10/2019;15/10/2019;RJ;20;960;10/10/2019;1;Danificado;Atrasado;14;10;5;Processo dentro do prazo;9;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
AMERICANAS;MARCOS LEROY;05/10/2019;15/10/2019;SP;10;474;11/10/2019;3;Produto Errado;No Prazo;9;10;6;Excedeu Processo;3;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;JOÃO GOMES;05/10/2019;15/10/2019;BH;19;894,9;07/10/2019;0;S/ Devolu.;Atrasado;14;10;2;Processo dentro do prazo;12;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;4 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
MAGAZINE LUIZA;JOÃO GOMES;07/10/2019;17/10/2019;BH;13;206,7;16/10/2019;11;Danificado;Atrasado;11;10;9;Excedeu Processo;2;Processo dentro do prazo;1 dia Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;FELIPE SILVA;07/10/2019;17/10/2019;BH;6;99,6;16/10/2019;2;Arrependimento;Atrasado;11;10;9;Excedeu Processo;2;Processo dentro do prazo;1 dia Entregue Atrasado;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
WALMART;TÚLIO SILVEIRA;08/10/2019;18/10/2019;RJ;5;158;19/10/2019;0;S/ Devolu.;Atrasado;14;10;11;Excedeu Processo;3;Processo dentro do prazo;4 dias Entregue Atrasado;Insatisfeito;4 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
MAGAZINE LUIZA;FELIPE SILVA;08/10/2019;18/10/2019;SP;6;282,6;14/10/2019;1;Produto Errado;No Prazo;10;10;6;Excedeu Processo;4;Processo dentro do prazo; No Prazo Exato (OnTime);Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;MARCOS LEROY;08/10/2019;18/10/2019;RJ;20;1008;11/10/2019;10;Produto Errado;Atrasado;14;10;3;Processo dentro do prazo;11;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;FELIPE SILVA;08/10/2019;18/10/2019;SP;20;676;16/10/2019;2;Produto Errado;Atrasado;14;10;8;Excedeu Processo;6;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;TÚLIO SILVEIRA;10/10/2019;20/10/2019;SP;7;112,7;15/10/2019;2;Produto Errado;Atrasado;11;10;5;Processo dentro do prazo;6;Excedeu Processo;1 dia Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;VALDIR ESPINOSA;10/10/2019;20/10/2019;BH;8;262,4;15/10/2019;2;Produto Errado;Atrasado;12;10;5;Processo dentro do prazo;7;Excedeu Processo;2 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;MARCOS LEROY;11/10/2019;21/10/2019;BH;7;217;23/10/2019;2;Produto Errado;Atrasado;14;10;12;Excedeu Processo;2;Processo dentro do prazo;4 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;MARCOS LEROY;12/10/2019;22/10/2019;SP;7;224;23/10/2019;3;Produto Errado;Atrasado;12;10;11;Excedeu Processo;1;Processo dentro do prazo;2 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;FELIPE SILVA;13/10/2019;23/10/2019;SP;1;49,2;21/10/2019;0;S/ Devolu.;No Prazo;10;10;8;Excedeu Processo;2;Processo dentro do prazo; No Prazo Exato (OnTime);Satisfeito;FELIPE SILVA;Satisfeito sem prejuízo financeiro
CASAS BAHIA;LUIZ PARDAL;13/10/2019;23/10/2019;SP;4;198;17/10/2019;3;Danificado;No Prazo;5;10;4;Processo dentro do prazo;1;Processo dentro do prazo;5 dias Entregue Antes do Prazo;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
AMERICANAS;FELIPE SILVA;14/10/2019;24/10/2019;RJ;5;163;26/10/2019;2;Produto Errado;Atrasado;18;10;12;Excedeu Processo;6;Excedeu Processo;8 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;JOÃO GOMES;14/10/2019;24/10/2019;RJ;15;742,5;24/10/2019;1;Arrependimento;Atrasado;18;10;10;Excedeu Processo;8;Excedeu Processo;8 dias Entregue Atrasado;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;MARCOS LEROY;15/10/2019;25/10/2019;RJ;11;170,5;19/10/2019;2;Danificado;No Prazo;10;10;4;Processo dentro do prazo;6;Excedeu Processo; No Prazo Exato (OnTime);Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;MARCOS LEROY;16/10/2019;26/10/2019;RJ;8;393,6;30/10/2019;8;Produto Errado;Atrasado;16;10;14;Excedeu Processo;2;Processo dentro do prazo;6 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;JOÃO GOMES;16/10/2019;26/10/2019;RJ;7;315;24/10/2019;4;Produto Errado;Atrasado;19;10;8;Excedeu Processo;11;Excedeu Processo;9 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;VALDIR ESPINOSA;18/10/2019;28/10/2019;BH;8;127,2;22/10/2019;0;S/ Devolu.;Atrasado;13;10;4;Processo dentro do prazo;9;Excedeu Processo;3 dias Entregue Atrasado;Insatisfeito;3 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
CASAS BAHIA;LUIZ PARDAL;18/10/2019;28/10/2019;RJ;13;217,1;25/10/2019;0;S/ Devolu.;Atrasado;17;10;7;Excedeu Processo;10;Excedeu Processo;7 dias Entregue Atrasado;Insatisfeito;7 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
